ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
561,17283,84.42,4,2.01,84.73,15,0.95,5.15,4,97.5,2,4351.63,14,7.2,456.06,Non Defect
562,9549,83.65,4,3.94,73.59,23,0.91,6.33,8,86.22,9,4421.57,44,9.57,425.2,Non Defect
562,14471,98.88,3,3.26,61.17,22,0.55,6.93,2,93.07,6,4306.04,12,2.35,438.48,Non Defect
562,6630,97.68,2,3.86,67.73,5,1.37,3.36,5,99.65,3,1111.26,21,3.53,136.47,Non Defect
562,9542,86.85,5,1.26,61.61,11,3.81,4.21,4,98.16,1,2306.05,32,4.51,194.1,Defect
563,14512,99.33,5,2.86,68.43,2,4.01,7.53,8,95.22,3,4450.42,24,5.57,246.75,Non Defect
564,16069,82.53,0,1.83,80.44,18,0.1,2.91,2,89.55,9,1014.03,32,4.55,367.83,Defect
565,18529,89.78,4,4.03,85.21,13,3.75,8.53,4,80.25,7,1123.33,10,7.15,362.97,Defect
565,8572,95.34,5,3.32,89.77,0,0.52,8.44,4,80.8,1,1714.61,46,2.79,215.21,Defect
565,11663,84.57,5,4.63,94.85,18,4.24,3.69,6,89.01,3,1268.76,47,1.78,391.35,Non Defect
565,18139,96.52,4,1.35,79.66,18,3.61,3.46,4,93.94,8,2349.13,17,7.89,320.36,Defect
566,17611,94.02,3,1.99,76.22,6,3.36,8.85,9,88.99,1,2952.26,26,5.72,482.31,Defect
566,10421,99.5,2,1.01,92.6,12,3.23,4.97,3,91.06,3,1897.61,20,7.42,264.48,Non Defect
566,6806,84.84,3,2.24,78.09,11,0.49,5.6,1,92.32,1,2972.55,23,1.63,304.02,Non Defect
566,11203,91.7,5,1.52,80.67,2,0.67,8.06,9,81.99,4,1925.2,49,4.66,388.27,Defect
566,19335,86.28,1,0.75,96.36,11,3.87,5.57,6,80.03,7,4152.24,16,1.21,353.78,Non Defect
566,8090,86.27,4,2.81,80.16,15,1.44,3.73,6,97.65,6,1336.36,35,7.79,120,Non Defect
567,8763,90.52,5,1.44,79.72,9,0.02,6.1,9,88.25,4,1601.12,39,4.87,379.95,Non Defect
568,12450,88.22,3,1.73,89.94,2,2.43,5.83,6,86.36,4,1169.74,19,5.48,232.1,Non Defect
568,9064,89.41,3,4.91,70.86,11,1.9,6.84,1,89.7,1,2065.1,29,9.79,165.46,Non Defect
568,10129,93.11,0,4.09,60.14,7,4.99,5.5,3,89.1,6,3234.37,12,6.64,465.84,Non Defect
569,9754,91.39,5,3.18,63.7,13,2.14,5.67,9,96.87,2,4115.79,25,8.17,121.27,Non Defect
569,9286,82.41,5,1.72,81.4,5,2.6,9.86,3,93.68,0,3270.67,34,3.87,476.96,Non Defect
569,5359,94.83,5,2.89,72.89,17,4.35,4.64,10,81.04,4,4635.43,17,3.66,159.74,Non Defect
570,13010,93.24,3,0.69,93.13,2,4.35,5.89,6,90.33,5,3969.04,41,5.14,232.17,Non Defect
570,11870,95.44,0,0.7,73.31,2,0.53,4.86,3,80.39,3,4001.68,28,9.58,217.31,Non Defect
570,7690,89.19,1,4.95,78.05,0,4.51,5.51,9,94.11,6,3870.93,41,5.55,465.05,Non Defect
570,14471,88.22,1,1.89,86.67,5,2.74,8.74,3,98.62,0,3672.8,42,6.22,105.71,Defect
570,19487,86.07,1,4.33,62.83,13,4.66,7.69,8,87.71,1,3382.74,34,8.71,312.93,Defect
571,14153,94.02,2,4.71,87.86,17,1.15,3.55,3,96.96,0,1012.39,44,8.62,326.85,Non Defect
571,9154,89,3,3.64,96.47,1,1.6,4.19,9,87.97,7,2874.07,10,6.68,410.05,Non Defect
572,5978,85.58,4,2.53,98.4,13,2.91,4.62,5,81.7,9,3354.5,28,1.41,308.3,Non Defect
572,18068,99.67,4,0.74,81.65,4,4.45,6.24,9,90.35,9,2848.94,19,6.33,242.56,Defect
572,9499,87.19,2,4.26,77.34,7,0.6,9.75,5,85.61,3,3245.42,12,7.03,246.4,Non Defect
572,17062,91.86,3,1.99,62.32,4,0.25,5.07,10,80.3,1,1270.41,43,1.72,291.21,Non Defect
573,12582,82.52,1,1.73,61.95,15,1.87,6.64,10,85.22,4,3006.83,23,7.93,208.76,Non Defect
573,12333,99.68,1,1.42,91.6,9,1.26,3.91,8,84.63,9,3774.02,12,6.57,152.59,Non Defect
573,10708,89.93,3,4.48,89.54,8,1.52,5.51,0,95.69,9,1330.9,22,6.57,484.38,Non Defect
573,14373,94.81,5,3.08,78.1,7,3.81,7.16,6,83.44,5,1424.01,27,5.99,107.13,Non Defect
573,18026,90.84,4,1.2,60.96,19,2.33,2.32,8,98.67,2,1950.81,27,4.68,480.91,Non Defect
574,5078,82.52,5,0.71,91.93,14,1.92,5.44,6,99.72,0,1249.14,23,1.39,121.86,Non Defect
574,8048,87.08,1,4.24,80.16,8,2.13,4.32,1,85.34,5,4626.49,48,4.68,238.31,Non Defect
574,13756,91.54,2,1.74,65.9,16,3.37,2.5,8,93.31,8,1364.47,46,4.84,125.26,Non Defect
575,8037,97.6,3,4.68,71.67,11,3.67,7.42,7,83.42,1,2956.41,25,6.66,155.14,Non Defect
575,18353,90.35,3,1.3,80.87,16,3.99,9.41,2,87.7,8,4717.47,15,7.27,198.46,Non Defect
575,14335,97.47,5,1.57,99.78,9,1.09,2.53,8,90.28,3,1364.1,24,2.71,350.75,Non Defect
575,6155,85.45,1,1.29,92.01,9,1.32,3.57,7,97.89,1,2926.85,38,7.5,188.18,Non Defect
575,17100,88.21,4,4.39,94.01,5,2.91,7.59,7,84.58,9,2993.5,32,2.22,411.43,Non Defect
575,7204,90.06,2,0.56,73.63,20,1.25,8.99,5,93.27,5,1855.22,45,2.01,295.98,Non Defect
576,13973,95.31,1,2.8,94.78,10,4.75,7.5,8,85.06,3,3628.71,14,7.85,460.75,Non Defect
576,9210,82.67,5,4.44,63.95,22,3.6,3.5,2,96.31,2,3884.7,38,3.71,293.12,Non Defect
576,6815,98.24,3,1.12,95.54,7,1.12,2.72,6,98.8,0,4490.13,43,1.19,488.81,Non Defect
576,17224,82.04,2,4.33,86.02,12,2.3,9.2,2,96.77,7,3443.38,10,2.87,251.23,Non Defect
576,11736,89.66,5,4.47,95.13,2,4.18,8.87,0,98.21,8,4376.13,34,9.63,395.08,Non Defect
576,19032,99.07,5,1.43,72.96,21,1.06,4.09,4,90.49,7,3469.78,21,9.62,340.14,Non Defect
576,19637,83.38,3,4.41,86.13,17,0.2,7.8,6,99.73,7,4866.43,35,2.91,262.84,Non Defect
577,17569,90.78,5,3.33,83.32,9,0.5,2.93,6,89.04,7,2770.5,25,8.92,140.05,Non Defect
577,10618,98.17,1,2.26,63.46,13,0.86,2.53,7,89.16,6,2394.69,17,2.63,260.91,Non Defect
577,13768,91.99,0,4.85,82.31,18,3.09,7.68,4,93.87,7,4101.79,28,6.03,210.48,Non Defect
580,12594,95.36,3,3.3,63.77,7,4.89,5.58,3,90.5,6,3605.84,26,1.49,487.42,Non Defect
580,18388,98.47,0,4.33,89.54,15,4.87,5.29,9,84.99,4,2203.68,37,7.18,186.08,Non Defect
580,11458,90.32,0,2.66,63.04,5,3.45,3.32,9,89.68,5,3749.8,42,7.44,494.84,Non Defect
581,7946,88.1,0,3.99,82.11,18,3.38,3.74,3,94.44,6,4920.05,47,6.1,239.33,Non Defect
581,5759,98.75,0,3.55,80.11,16,3.96,2.57,8,95.06,0,3042.93,50,2.93,260.56,Non Defect
581,18837,90.56,5,1.24,73.79,18,2.33,5.01,9,89.39,7,1666.89,45,1.8,353.6,Non Defect
581,17809,83.51,5,2.62,98.23,19,1.25,6.3,2,91.64,2,2892.49,18,1.97,264.22,Non Defect
582,11412,83.17,0,2.06,64.9,0,3.82,5.17,8,89.81,6,4723.61,20,1.82,284.65,Non Defect
582,19332,80.62,0,1.2,89.66,14,0.8,2.24,8,86.29,6,3073.82,14,5.99,461.29,Non Defect
582,10144,82.54,2,0.96,98.22,1,2.34,6.17,6,86.38,1,1840.84,20,5.49,289.21,Defect
582,14727,91.81,2,2.13,62.75,15,1.82,3.75,8,98.96,1,1612.68,20,4.42,467.09,Non Defect
583,9264,92.09,5,1.86,96.09,14,4.75,6.29,9,90.48,0,4208.72,15,4.69,162.55,Non Defect
583,6504,84.56,3,4.53,90.94,0,3.45,7.56,3,99.85,4,4447.23,22,4.67,236.37,Non Defect
584,13896,95.13,2,2.34,67.02,4,4.79,9.76,9,81.17,3,3097.05,35,7.33,290.03,Non Defect
584,12270,83.69,1,4.88,98.53,20,3.38,7.56,7,95.07,4,1542.13,28,9.92,186.28,Non Defect
584,7359,92.88,5,1.84,76.92,18,0.55,4.65,5,91.37,1,2129.82,41,3.52,370.78,Non Defect
584,12292,88.69,3,0.93,81.39,8,2.67,3.84,6,94.84,1,1852.58,23,3.83,156.42,Non Defect
584,14659,94.93,0,3.62,64.35,3,1.47,9.12,4,97.12,4,3142.09,16,5.97,217.05,Non Defect
584,12036,92.58,5,1.49,79.77,10,0.87,9.77,3,90.97,2,1075.6,26,2.35,152.94,Non Defect
587,17401,85.72,5,2.62,72.27,6,1.94,3.96,7,83.37,4,1072.67,47,2.42,340.14,Non Defect
587,8331,91.46,4,2.05,83.19,18,3.01,8.2,3,87.87,7,1068.09,49,6.8,470.81,Non Defect
587,12790,90.21,4,4.03,85.75,11,0.07,9.78,1,97,9,3311.45,21,7.48,404.57,Non Defect
587,10045,86.75,0,2.03,71.79,13,0.86,6.38,1,89.48,5,4504.55,13,6.87,461.56,Defect
588,12690,86.41,3,4.41,98.89,4,3.63,3.13,9,87.18,7,3861.63,36,8.5,373.2,Non Defect
588,7317,98.63,0,1.28,60.89,0,1.97,2.47,2,83.59,1,2023.47,30,4.74,124.9,Non Defect
588,18956,99.44,2,3.62,80.47,5,0.71,5.93,9,97.65,0,3127.66,43,1.74,484.3,Non Defect
588,15930,90.01,4,2.04,67.9,8,0.25,3.37,3,88.24,1,2560.15,27,1.05,402.59,Non Defect
589,8743,98.2,2,0.52,96.87,6,2.86,2.55,0,99.43,9,2414.85,45,4.84,453.17,Non Defect
589,5767,99.49,1,4.32,68.2,1,0.52,4.72,5,94.91,8,3361.97,19,5.89,485.7,Non Defect
589,9216,83.46,1,4.07,91.79,8,3.29,3.28,1,98.85,8,4970.54,31,2.29,390.61,Non Defect
589,11469,94.59,1,3.22,81.99,16,0.11,9.73,8,87.61,5,4728.67,19,2.1,202.18,Non Defect
589,5725,87.89,0,0.55,81.7,0,3.79,8.46,5,83.97,5,3078.48,25,7.74,454.59,Non Defect
589,19803,93.75,3,4.41,69.18,10,4.89,9.74,10,90.24,5,4475.14,30,3.2,187.99,Non Defect
590,10838,97.17,0,3.84,78.79,20,1.55,5.42,6,86.97,7,3042.22,36,6.48,166.39,Non Defect
590,9923,96.22,2,1.44,73.73,23,2.37,6.47,8,97.86,9,3012.79,15,9.96,190.43,Non Defect
590,15599,99.57,4,4.88,61.63,5,1.27,7.95,1,92.86,0,3874.13,19,5.11,131.32,Defect
591,8700,84.99,0,2.46,70.03,21,3.19,7.42,6,94.36,3,1566.7,17,3.14,188.84,Non Defect
591,11507,80.15,2,1.4,73.91,23,3.7,5.84,1,92.53,3,3775.71,37,8.96,175.89,Defect
591,7345,87.72,5,3.16,61.57,12,0.22,9.74,3,91.52,0,3670.89,45,7.15,373.67,Non Defect
592,7792,86,1,4.75,64.14,4,2.77,3.34,8,86.47,4,1034.58,17,3.67,479.31,Non Defect
592,9419,85.14,5,1.69,74.14,22,2.19,4.37,2,88.23,4,3572.61,18,8.8,189.01,Non Defect
592,14172,96.24,4,0.73,92.05,20,0.33,3.57,5,90.82,9,1265.65,49,2.63,119.76,Defect
592,9902,96.34,2,1.05,90.46,0,4.88,6.48,8,82.07,3,4454.4,11,7.92,195.88,Non Defect
592,7493,95.9,0,2.67,62.49,20,1.15,8.83,3,84.21,6,1840.82,32,5.7,203.67,Defect
593,19959,91.4,3,3.26,70.02,12,1.04,7.76,5,85.71,5,1478.02,28,8.44,131.72,Non Defect
593,7685,97.42,4,2.1,85.48,1,2.26,4.99,1,93.47,3,3034.86,47,7.7,244.09,Non Defect
593,13258,84.94,0,2.39,84.45,20,0.83,4.13,6,88.88,3,1530.13,33,1.62,348.79,Non Defect
593,19071,83.82,5,2.35,62.49,8,0.62,7.28,4,80.21,3,4878.55,17,9.69,404.01,Non Defect
594,8394,98.98,0,2.7,95.7,12,4.86,2.53,4,87.1,7,2758.21,27,4.69,411.88,Non Defect
594,8307,84.19,3,4.9,88.77,2,0.89,7.31,6,84.73,9,1377.94,35,4.12,258.78,Non Defect
594,12585,88.76,4,4.79,92.32,6,0.52,6.86,4,91.72,9,4835.51,38,7.08,454.96,Non Defect
595,9471,84.09,4,1.02,71.4,19,3.13,5.15,4,86.5,5,1881.69,26,7.93,177.53,Non Defect
596,18410,90.76,2,1.85,97.77,5,4.1,8.38,8,87.15,6,4347.84,30,7.66,423.03,Non Defect
596,13581,92.99,4,4.51,92.53,9,0.44,8.32,0,86.56,9,4461.82,22,3.95,174.87,Non Defect
596,13831,83.34,3,3.24,93.34,5,0.28,7.96,0,90.03,8,3956.96,23,3.91,404.49,Non Defect
596,8745,90.65,0,1.82,88.39,19,3.95,4.39,6,89.24,4,4520.55,48,5.74,418.51,Non Defect
596,8516,82.58,1,4.15,65.18,20,3.36,2.8,1,94.39,9,2648.85,13,8,241.19,Non Defect
596,6865,93.24,4,3.69,85.82,14,4.48,4.74,3,93.55,6,1532.05,29,3.28,363.46,Defect
596,7100,93.79,3,3.45,74.45,17,2.35,4.2,4,88.26,2,2839.64,48,3.94,472.89,Non Defect
596,13961,88.41,1,0.6,63.17,3,2.6,9.06,3,80.12,0,4566.18,22,6.99,118.45,Defect
596,16531,82.52,4,1.46,98.68,4,2.41,2.78,6,96.94,0,4150.09,43,3.05,315.3,Defect
597,9286,88.98,3,4.66,71.68,20,4.45,8.94,7,96.53,2,2910.85,47,2.66,107.71,Non Defect
597,17588,84.62,3,1.38,78.13,18,2.58,9.81,3,83.22,2,4274.26,30,7.53,278.42,Non Defect
597,10322,88.49,0,1.68,70.05,17,0.98,7.84,8,87.48,8,2508.51,26,8.39,231.78,Non Defect
598,14854,80.15,3,2.51,98.52,9,2.11,4.36,2,80.61,8,4645.13,12,8.8,368.68,Non Defect
598,5287,92.61,5,0.64,67.89,22,1.47,4.95,9,88.88,1,1117.25,37,2.08,328.64,Defect
598,7727,98.26,4,0.62,86.58,17,4.34,4.13,6,94.03,8,3904.6,14,5.94,461.4,Defect
599,5723,89.6,3,1.14,83.99,9,2.02,4.76,1,94.82,9,2042.79,33,6.9,250.03,Non Defect
599,13301,85.38,4,4.72,82.42,0,3.94,2.98,2,88.74,4,2268.3,40,5.08,258.6,Non Defect
599,13953,85.06,0,2.33,88.24,23,2.58,7.87,2,86.6,8,2407.09,41,8.7,405.47,Non Defect
599,17042,88.3,5,0.96,93.2,3,1.66,8.51,7,94.69,6,1931.29,47,3.19,439.87,Non Defect
599,7517,97.9,2,1.54,79.57,2,2.52,4.89,6,97.15,0,2374.93,47,3.62,137.48,Non Defect
600,15152,92.66,4,3.3,94.35,0,0.37,2.39,1,83.09,5,4428.68,15,4.78,281.33,Non Defect
600,18623,98.4,2,1.93,60.69,23,1.61,2.6,7,92.58,2,1731.48,22,5.93,400.8,Defect
600,13690,98.37,1,1.92,76.3,4,0.63,4.11,10,99.79,8,2962.24,22,2.15,412.29,Non Defect
600,17983,80.81,1,4.23,79.5,5,4.51,5.76,1,94,9,2250.95,20,1.47,254.38,Defect
601,7204,98.65,2,1.04,68.74,6,0.75,7.95,6,86.13,5,2602.51,23,9.32,484.22,Non Defect
601,18188,83.43,3,4.14,88.65,15,4.88,9.83,2,81.84,0,4108.64,15,3.31,407.12,Non Defect
601,11011,93.38,1,2.42,84.34,14,2.94,8.91,10,94.74,6,3322.58,35,8.23,217.41,Non Defect
602,7089,81.66,0,4.44,92.19,18,2.5,9.93,8,87.27,0,4316.09,12,7.16,360.34,Non Defect
602,7971,83.85,5,1.37,99.21,23,2.19,9.95,9,99.22,6,3271.19,13,4.25,466.12,Non Defect
602,11341,97.35,1,3.2,72.03,7,1.78,4.61,3,96.54,1,2289.56,47,8.38,105.27,Defect
602,17428,85.37,3,4.5,85.58,10,3.44,2.48,2,87.97,9,4610.32,40,1.27,478.04,Non Defect
603,17471,93.25,0,0.53,85.58,23,3.81,4.22,7,94.88,0,4775.55,12,2.59,152.13,Non Defect
603,6589,91.54,1,1.95,70.36,4,3.01,5.91,10,93.05,8,2020.11,22,6.46,399.34,Non Defect
603,14895,91.14,2,2.84,99.51,17,4,2.32,8,84.2,2,1788.14,31,7.51,414.81,Non Defect
604,15831,86.02,2,1.07,86.11,10,1.87,6.7,2,97.06,6,2528.16,29,7.97,183.38,Non Defect
604,10686,92.96,4,4.76,99.3,5,1.4,3.14,4,85.7,4,1436.72,12,7.78,496.6,Non Defect
604,15922,87.19,0,3.57,69.2,2,3.75,7.98,7,92.72,2,3321.36,13,5.34,253.94,Defect
605,16580,91.6,1,1.53,70.34,11,0.32,3.76,6,93.45,1,4266.69,13,3.65,177.7,Non Defect
605,10429,89.38,2,2.81,63.89,4,4.61,4.89,8,96.24,9,3944.05,10,6.75,426.94,Non Defect
605,8629,87.23,4,3.73,89.85,8,4.2,5.76,6,91.51,8,4660.68,48,6.07,158.93,Non Defect
605,17940,87.8,3,0.83,63.71,12,1.15,2.54,2,96.56,2,2263.01,23,5.23,453.99,Non Defect
605,19414,81.79,4,4.34,68.02,0,1.78,7.95,9,80.23,7,4782,47,3,376.48,Defect
605,19709,83.04,1,0.57,81.22,3,3.14,4.27,10,95.79,8,2732.93,37,7.75,203.29,Non Defect
606,16437,84.27,1,3.51,79.94,11,1.2,3.33,1,96.06,0,3024.97,20,7.46,138.35,Non Defect
606,14623,86.41,4,3.93,83.03,6,2.6,4.06,1,92.12,5,2000.31,15,2.66,239.55,Non Defect
607,5290,94.35,2,1.3,83.64,12,2.76,3.23,7,96.24,1,4881.86,36,6.38,248.4,Non Defect
607,11141,86,1,1.31,78.22,19,2.32,9.37,5,89.73,1,2734.09,48,1.19,459.57,Non Defect
607,12572,99.72,0,2.12,87.38,8,2.66,7.82,7,94.84,0,2956.13,19,8.91,415.63,Non Defect
608,12474,90.77,3,1.44,80.48,19,2.26,3.09,10,82.51,6,4692.86,35,1.03,204.97,Non Defect
608,5936,93.96,3,3.7,94.9,13,2.58,7.4,2,82.66,2,2642.34,26,9.35,206.28,Non Defect
608,6014,92.74,0,0.75,75.82,3,0.16,9.03,6,93.42,6,1902.75,33,2.78,391.43,Non Defect
609,14229,99.55,2,4.82,92.78,19,3.25,2.13,1,86.48,7,2134.03,47,8.69,288.41,Non Defect
609,9459,96.9,4,0.91,76.59,8,1.57,9.14,6,80.94,0,1303.99,49,1.13,262.11,Non Defect
609,6209,81.27,4,0.91,61.82,6,2.43,7.99,9,90.58,1,1550.43,42,2.24,260.04,Defect
609,10132,96.05,4,2.56,88.89,5,3.9,9.64,6,97.68,1,4209.05,46,4.78,151.15,Non Defect
610,5530,95.33,0,4.33,75.84,7,3.04,6.59,5,97.36,0,2155.75,20,1.46,340.84,Non Defect
610,11755,87.89,4,0.75,98.64,13,1.1,4.83,3,89.28,9,2859.68,17,1.89,225.24,Non Defect
610,17836,81.03,0,3.09,83.72,16,1.75,6.47,10,88.91,5,4482.18,42,4.24,420.71,Non Defect
610,19352,91.32,4,0.81,86.17,16,4.43,3.11,6,96.26,5,3762.44,20,1.56,317.6,Non Defect
610,13543,95.78,0,0.95,72.1,15,0.35,3.68,10,85.4,7,3396.64,44,3.14,435.04,Non Defect
610,13842,91.93,2,1,66.86,22,1.56,5.29,8,97.48,5,1786.67,32,8.99,277.75,Non Defect
610,17145,90.01,1,0.53,96.12,13,2.81,7.2,9,89.82,3,3895.26,41,1.29,469.77,Non Defect
611,19573,92.78,5,5,85.09,19,2.44,3.32,9,98.74,4,3424.19,47,8.31,451.97,Non Defect
611,15860,87.2,1,4.69,97.99,18,1.8,5.33,0,83.71,7,3069.1,46,8.17,278.18,Non Defect
611,17336,82.21,4,4.03,93.13,13,4.56,9.87,10,96.9,3,2299.49,22,4.93,100.97,Non Defect
611,13747,87.47,3,1.9,75.22,13,2.47,9.95,4,83.06,9,1423.1,44,2.73,358.1,Non Defect
612,11878,91.58,4,4.57,76.43,1,2.7,5.18,8,91.27,5,4717.96,32,8.22,210.94,Non Defect
612,19613,87.37,5,2.41,95.57,3,2.62,6.58,8,83.86,3,2629.44,40,9.52,334.34,Non Defect
612,6177,81.09,2,4.09,77.38,7,2.13,5.47,5,93.09,2,2391.14,17,1.53,449.46,Defect
612,9033,89.19,3,0.73,77.82,3,2.76,2.97,6,96.61,4,1243.52,47,7.85,420.78,Non Defect
612,19094,81.22,0,0.77,99.81,14,4.91,8.6,5,89.1,8,1203.79,22,3.99,404.78,Non Defect
613,12505,93.24,0,3.92,72.76,11,2.61,5.55,5,98.66,0,3935.32,47,4.9,323.5,Defect
614,6276,93.81,1,4.7,62.14,2,2.88,5.56,8,91.77,0,4082.51,31,3.48,170.86,Non Defect
614,13930,83.28,0,1.24,84.07,17,1.29,4.34,5,80.36,5,4029.04,50,4,176.14,Non Defect
615,12087,92.93,1,3.56,77.34,17,4.16,8.86,1,90.91,7,3603.22,19,8.29,478.15,Non Defect
615,19161,95.91,5,3.52,93.46,11,1.48,6.03,5,98.84,8,3710.45,23,9.53,384.5,Defect
615,10964,99.33,0,1.03,66,18,1.64,4.54,8,93.57,4,3926.33,13,6.79,445.16,Non Defect
615,10176,98.95,5,3.98,93.72,5,2.1,4.4,8,96.78,0,2347.16,34,2.29,207.82,Defect
615,8365,82.63,5,2.35,68.18,21,3.14,7.51,0,81.33,8,1778.99,31,8.84,106.78,Non Defect
615,6582,90.73,4,0.84,99.93,20,3.44,5.16,7,80.58,1,2240.38,39,2.8,117.79,Non Defect
616,15696,88.31,2,1.09,69.58,16,1.37,4.59,3,97.17,1,3375.94,11,3.29,222.56,Non Defect
616,15986,86.95,5,1.26,80.54,21,3.48,7.37,6,92.34,1,2211.29,43,9.94,409.32,Non Defect
616,16083,91.74,1,1.52,94.09,12,3.32,8.53,4,86.87,7,3613.1,48,9.4,421.32,Defect
616,7180,99.42,5,3.39,91.66,12,3.94,7.6,3,97.96,3,3296.74,25,2.17,488.12,Non Defect
616,7524,96.98,2,4.49,92.62,6,1.67,3.41,1,92.17,3,4777.2,21,6.68,396.41,Non Defect
616,8850,92.06,0,3.05,73.43,8,1.38,8.18,9,95.34,7,2196.48,43,5.46,261.16,Defect
616,9110,89.72,5,1.24,91.6,22,2.93,7.7,2,91.32,9,2995.51,23,7.77,312.06,Non Defect
617,5083,83.27,2,3.66,90.58,12,3.33,9.14,8,84.18,8,2054.58,45,2.34,154.37,Non Defect
617,6096,94.27,3,4.41,85.76,5,1.02,6.46,9,96.03,8,4677.97,38,1.27,401.13,Non Defect
617,7985,87,2,4.68,73.51,19,1.65,6.78,9,84.1,2,1164.04,34,7.65,255.64,Non Defect
618,19461,88.85,0,2.48,93.05,4,1.98,6.81,7,92.3,4,1284.25,41,4.82,332.88,Defect
618,12519,83.99,1,1.4,70.69,22,4.97,3.33,6,81.51,6,1969.91,45,8.2,402.1,Non Defect
618,15258,98.67,3,2.06,83.34,2,4.56,2.27,1,85.54,8,4346.8,20,4.12,220.37,Non Defect
619,8392,89.75,4,1.74,70.19,3,0.72,4.55,0,83.14,4,1517.73,13,9.92,208.45,Non Defect
619,19659,86.03,5,1.12,95.1,5,3.83,9.32,8,94.07,8,3761.74,49,6.08,444.11,Non Defect
619,19021,93.57,3,4.04,74.19,23,2.73,9.72,4,80.71,0,3918.32,34,9.14,160.55,Non Defect
619,9831,99.62,1,4.74,86.46,12,3.23,2.35,8,91.39,1,1048.37,11,3.87,390.4,Defect
620,11553,83.03,4,4.22,93.59,17,1.17,7.9,0,82.01,3,3121.63,41,6.19,398,Non Defect
620,18244,86.89,5,0.56,74.6,12,4.92,7.5,1,82.63,8,2318.19,31,4.03,389.67,Non Defect
620,13520,93.27,4,4.96,76.36,20,3.14,6.27,6,88.85,6,1781.79,36,2.86,166.99,Non Defect
620,11887,90.07,5,2.94,90.04,11,2.91,3.76,8,96.22,1,2691.22,36,5.78,385.53,Defect
620,9411,82.58,0,4.58,70.61,8,3.96,4.31,2,92.2,5,1187.61,39,6.23,434.52,Non Defect
620,8466,82.31,5,3.72,66.77,18,3.91,2.07,6,83.02,4,2819.03,28,2.15,384.16,Defect
621,13145,98.14,2,1.96,90.42,8,4.92,4.76,8,90.26,5,1905.56,24,5.09,485.76,Non Defect
621,15781,80.82,3,1.48,61.43,21,4.5,9.6,7,88.07,9,2284.08,45,2.36,292.44,Defect
621,18840,85.18,1,4.76,93.09,9,1.42,4.48,7,82.3,6,1161.38,25,2.42,194.63,Non Defect
622,9129,91.42,4,4.88,63.3,20,3.65,9.12,5,99.16,1,4336.37,33,4.54,355.46,Non Defect
622,7742,89.88,1,1.26,95.19,9,2.13,8.9,4,82.2,2,2860.26,48,7.59,245.51,Non Defect
622,18993,95.77,2,1.49,86.47,20,3.23,9.84,2,88.42,9,3209.8,17,6.84,425.22,Non Defect
623,7510,90.54,0,1.47,66.99,9,1.41,7.22,2,89.09,2,1404.57,46,5.88,226.61,Non Defect
623,6305,86.54,0,3.52,78.55,0,0.22,2.38,7,80.89,9,1119.03,38,1.61,232.17,Non Defect
623,9080,82.08,0,3.18,74.91,23,4.87,9.28,3,92.39,3,2122.77,26,7.17,482.85,Non Defect
623,5356,91.2,5,1.75,96.17,21,1.33,5.57,7,85.19,0,4520.53,28,9.05,459.9,Non Defect
623,15096,96.12,0,1.28,94.46,20,0.75,5.53,2,82.26,5,1298.01,23,1.76,442.49,Non Defect
623,6450,91.94,1,2.18,98.59,7,1.97,7.33,2,97.1,0,3130.49,48,2.94,378.8,Non Defect
624,13181,80.54,3,2.79,97.34,15,3,7.32,9,94.93,8,2440.58,17,4.59,163.15,Non Defect
624,15029,81.1,1,3.54,77.01,22,2.25,9.91,6,94.92,2,2361.76,28,5.55,284.72,Non Defect
624,6153,99.29,2,2.31,90.94,9,3.13,2.07,4,84.8,7,4689.52,18,4.07,121.1,Non Defect
624,15110,94.4,5,1.15,81.76,12,4.31,7.67,10,95.18,0,1465.93,24,1.8,430.82,Non Defect
624,19486,85.41,5,2.94,97.41,9,4.61,9.84,6,83.65,1,4873.02,20,4.96,445.56,Non Defect
625,5020,80.9,4,2.6,75.25,3,0.03,9.47,0,94.52,4,4674.99,36,5.59,288.83,Non Defect
625,12444,81.02,3,3.72,75.37,16,4.59,7.86,9,88.62,1,2014.82,19,6.17,478.85,Non Defect
625,5171,87.33,3,4.94,92.75,11,2.55,4.4,9,96.87,0,3782.35,22,2.45,476.68,Non Defect
625,14963,87.71,2,1.28,75.72,9,2.29,2.77,8,93.48,5,4242.43,18,7.54,474.28,Non Defect
625,18215,98.67,4,1.83,77.1,19,2.02,2.09,8,98.83,5,4781.2,23,5.78,248.14,Non Defect
625,17022,92.31,2,1.96,75.93,19,0.51,6.03,3,92.75,5,2282.61,38,7.59,143.25,Non Defect
625,5931,87.95,2,4.32,83.38,15,2.55,3.7,1,93.07,7,4301.41,18,3.71,392.25,Defect
625,8617,89.13,3,3.86,85.05,16,0.79,8.05,1,99.79,8,4571.55,43,1.37,274.27,Non Defect
625,9742,95.57,2,1.47,88.23,2,4.03,3.11,4,80.04,7,4684.38,30,1.16,144.12,Defect
